SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015
050,4,9,06,045,California,Mendocino County,87841,87840,87811,87495,87522,87373,87683,87649,-29,-316,27,-149,310,-34,305,1010,1122,1059,1047,1025,178,838,811,850,843,839,127,172,311,209,204,186,25,93,70,77,95,99,-180,-577,-342,-412,83,-287,-155,-484,-272,-335,178,-188,-1,-4,-12,-23,-72,-32,2044,2005,1953,1990,1941,1987,1975,11.522708863,12.821611615,12.110123217,11.961886482,11.692104122,9.5604257698,9.2676711405,9.720117785,9.6312037291,9.5704149841,1.9622830936,3.5539404744,2.3900054318,2.3306827529,2.1216891383,1.0610019052,0.7999222933,0.880528317,1.0853669683,1.1292861543,-6.582775262,-3.908191776,-4.711398268,0.9482679828,-3.273789154,-5.521773356,-3.108269482,-3.830869951,2.0336349511,-2.144503
050,4,9,06,047,California,Merced County,255793,255798,256832,259784,261788,263312,266087,268455,1034,2952,2004,1524,2775,2368,1066,4302,4304,4190,4211,4219,432,1461,1571,1617,1702,1658,634,2841,2733,2573,2509,2561,72,485,402,467,572,583,322,-331,-1144,-1501,-173,-647,394,154,-742,-1034,399,-64,6,-43,13,-15,-133,-129,4896,5132,5366,5608,5641,6447,6438,16.654536445,16.503953433,15.958864978,15.908605796,15.785476165,5.6560385276,6.0240963855,6.1588268901,6.4299328106,6.2034414508,10.998497917,10.479857048,9.800038088,9.4786729858,9.5820347138,1.8776034811,1.5414937918,1.7787088174,2.1609409916,2.1813066139,-1.281415984,-4.386738552,-5.717006285,-0.653571314,-2.420763944,0.5961874971,-2.84524476,-3.938297467,1.5073696777,-0.23945733
050,4,9,06,049,California,Modoc County,9686,9686,9697,9497,9333,9110,9015,8965,11,-200,-164,-223,-95,-50,27,100,76,83,60,67,17,99,122,112,101,107,10,1,-46,-29,-41,-40,0,13,11,12,14,15,3,-220,-126,-192,-80,2,3,-207,-115,-180,-66,17,-2,6,-3,-14,12,-27,357,359,361,357,357,357,356,10.419922893,8.0722251726,9.0007048745,6.6206896552,7.4527252503,10.315723664,12.958045672,12.145529469,11.144827586,11.902113459,0.1041992289,-4.885820499,-3.144824595,-4.524137931,-4.449388209,1.354589976,1.1683483802,1.3013067288,1.5448275862,1.6685205784,-22.92383036,-13.38289963,-20.82090766,-8.827586207,0.2224694105,-21.56924039,-12.21455125,-19.51960093,-7.282758621,1.8909899889
050,4,9,06,051,California,Mono County,14202,14202,14246,14405,14322,14037,14057,13909,44,159,-83,-285,20,-148,31,153,145,137,147,145,20,38,49,51,44,41,11,115,96,86,103,104,4,24,38,30,33,37,28,-6,-218,-369,-136,-286,32,18,-180,-339,-103,-249,1,26,1,-32,20,-3,222,272,333,326,337,337,338,10.680255488,10.095032548,9.6618357488,10.464867943,10.369734678,2.6526124743,3.411424792,3.5967417751,3.1323414252,2.9321318744,8.0276430142,6.6836077558,6.0650939737,7.3325265181,7.4376028034,1.6753341943,2.6455947367,2.1157304559,2.3492560689,2.6460702281,-0.418833549,-15.17735928,-26.02348461,-9.681782587,-20.45340771,1.2565006457,-12.53176454,-23.90775415,-7.332526518,-17.80733748
050,4,9,06,053,California,Monterey County,415057,415057,416413,421466,426441,429109,431293,433898,1356,5053,4975,2668,2184,2605,1673,6863,6808,6563,6514,6618,518,2311,2357,2435,2488,2484,1155,4552,4451,4128,4026,4134,199,950,1088,1069,1260,1391,25,-253,-494,-2512,-2989,-2880,224,697,594,-1443,-1729,-1489,-23,-196,-70,-17,-113,-40,18702,18963,19222,19460,18574,17600,17453,16.381840337,16.058364891,15.342177547,15.141759317,15.298356086,5.5163096342,5.5595719814,5.6922447548,5.783343135,5.7420846957,10.865530703,10.49879291,9.6499327918,9.3584161822,9.5562713898,2.267630529,2.5663191836,2.4989772661,2.9288634847,3.2154749645,-0.603905815,-1.165222129,-5.872245924,-6.947915044,-6.657489502,1.6637247144,1.4010970543,-3.373268658,-4.01905156,-3.442014538
050,4,9,06,055,California,Napa County,136484,136530,136810,137998,139055,140413,141551,142456,280,1188,1057,1358,1138,905,388,1501,1529,1412,1485,1495,326,1159,1135,1253,1230,1251,62,342,394,159,255,244,80,455,404,437,513,524,142,406,270,701,412,10,222,861,674,1138,925,534,-4,-15,-11,61,-42,127,4966,4970,5018,5023,5044,5027,5043,10.923990568,11.037599304,10.104913622,10.533259565,10.527909523,8.4349800588,8.1933781623,8.967037371,8.7245180236,8.8096420159,2.4890105092,2.8442211418,1.1378762506,1.8087415415,1.7182675075,3.3114028704,2.9164094957,3.1273705755,3.6387623952,3.6900498931,2.9547902536,1.949085554,5.0166745388,2.9223588827,0.0704207995,6.2661931239,4.8654950497,8.1440451143,6.5611212779,3.7604706926
050,4,9,06,057,California,Nevada County,98764,98748,98777,98779,98288,98142,98763,98877,29,2,-491,-146,621,114,215,771,771,804,854,853,192,925,914,977,933,893,23,-154,-143,-173,-79,-40,15,23,23,34,43,48,3,169,-362,56,720,164,18,192,-339,90,763,212,-12,-36,-9,-63,-63,-58,1175,1175,1175,1175,1175,1154,1220,7.8053817652,7.8247499581,8.1861222827,8.6742337676,8.6318558996,9.3644333759,9.2760330243,9.9475640177,9.476651177,9.0366322607,-1.559051611,-1.451283066,-1.761441735,-0.802417409,-0.404776361,0.2328453704,0.2334231505,0.3461793005,0.4367588431,0.4857316333,1.710907287,-3.673877412,0.5701776714,7.3131713263,1.6595830803,1.9437526575,-3.440454262,0.9163569719,7.7499301694,2.1453147136
050,4,9,06,059,California,Orange County,3010232,3010266,3017866,3056084,3089343,3120180,3144961,3169776,7600,38218,33259,30837,24781,24815,9304,38238,37842,37621,37706,37776,4316,17679,17819,18757,19383,19480,4988,20559,20023,18864,18323,18296,2348,12271,11605,12958,14981,15061,329,6052,1900,-1527,-7439,-10049,2677,18323,13505,11431,7542,5012,-65,-664,-269,542,-1084,1507,39273,40257,41132,43192,43562,43400,43952,12.590818166,12.315498988,12.117194831,12.036760226,11.964393767,5.8212530561,5.7991088333,6.0413658183,6.1875702398,6.1696947949,6.76956511,6.5163901548,6.075829013,5.8491899863,5.7946989716,4.0405337548,3.7767920764,4.1735895012,4.7823345077,4.770111566,1.9927724133,0.6183459668,-0.491825217,-2.374727081,-3.182713706,6.0333061681,4.3951380433,3.6817642837,2.4076074266,1.58739786
050,4,9,06,061,California,Placer County,348432,348494,350234,356832,361215,366858,371105,375391,1740,6598,4383,5643,4247,4286,953,3851,3692,3691,3697,3735,711,2813,2802,2886,3041,3010,242,1038,890,805,656,725,154,497,492,539,643,660,1356,4668,3060,4460,2573,2901,1510,5165,3552,4999,3216,3561,-12,395,-59,-161,375,0,3807,3783,3749,3807,3841,3853,3882,10.892901087,10.283449412,10.139093195,10.019472521,10.006751543,7.9568243983,7.8045030479,7.927776473,8.241605609,8.0643432785,2.9360766887,2.4789463642,2.2113167224,1.777866912,1.9424082647,1.4058093587,1.3703838328,1.4806207619,1.7426347933,1.7682613169,13.203859329,8.5231189602,12.251518735,6.9732493363,7.7723122428,14.609668687,9.893502793,13.732139497,8.7158841297,9.5405735597
050,4,9,06,063,California,Plumas County,20007,20007,19918,19684,19326,18841,18570,18409,-89,-234,-358,-485,-271,-161,41,168,157,147,159,154,87,225,205,265,217,211,-46,-57,-48,-118,-58,-57,2,10,9,10,12,11,-47,-203,-316,-320,-248,-66,-45,-193,-307,-310,-236,-55,2,16,-3,-57,23,-49,277,277,277,279,277,277,277,8.4844199788,8.0492181492,7.7029894935,8.5001737457,8.3290516239,11.363062472,10.510125609,13.886341604,11.600866055,11.41188242,-2.878642493,-2.46090746,-6.18335211,-3.10069231,-3.082830796,0.5050249987,0.4614201487,0.5240128907,0.6415225468,0.5949322588,-10.25200747,-16.20097411,-16.7684125,-13.25813263,-3.569593553,-9.746982476,-15.73955396,-16.24439961,-12.61661009,-2.974661294
050,4,9,06,065,California,Riverside County,2189641,2189760,2202286,2237433,2267556,2295816,2328329,2361026,12526,35147,30123,28260,32513,32697,7219,30999,30094,29924,30561,30828,3375,14468,14611,14993,15837,16108,3844,16531,15483,14931,14724,14720,551,3993,3720,4095,4834,4973,7771,14127,11095,9010,12266,11822,8322,18120,14815,13105,17100,16795,360,496,-175,224,689,1182,35945,35586,35160,35768,34335,33618,33280,13.964397296,13.360298993,13.114863307,13.218011113,13.148076868,6.5175296004,6.4865863157,6.571018098,6.8496987011,6.8700279676,7.4468676959,6.8737126772,6.5438452092,6.3683124123,6.2780489001,1.7987624892,1.6515023677,1.7947254793,2.0907648873,2.1209739932,6.3639162749,4.9256502069,3.9488343269,5.3051969607,5.0420580229,8.1626787641,6.5771525746,5.7435598062,7.3959618481,7.1630320161
050,4,9,06,067,California,Sacramento County,1418788,1418742,1422010,1435548,1448466,1462338,1481474,1501335,3268,13538,12918,13872,19136,19861,5026,20194,19537,19410,19687,19781,2489,10196,10452,10436,11091,11188,2537,9998,9085,8974,8596,8593,890,4637,4629,5156,5936,5973,-82,-1022,-627,-868,4514,4112,808,3615,4002,4288,10450,10085,-77,-75,-169,610,90,1183,23787,23752,23733,23326,22250,23213,23132,14.133746367,13.54847792,13.336521456,13.375174773,13.263336674,7.1361631155,7.2482311112,7.1705274556,7.5351279226,7.5016536426,6.9975832512,6.3002468088,6.1659940003,5.8400468508,5.761683031,3.2454284392,3.2101092436,3.5426638138,4.0328662292,4.0049496967,-0.715296067,-0.434810649,-0.596398796,3.066771927,2.7571326223,2.5301323718,2.7752985943,2.9462650182,7.0996381562,6.762082319
050,4,9,06,069,California,San Benito County,55269,55269,55557,56197,56885,57605,58308,58792,288,640,688,720,703,484,190,763,716,741,758,769,35,268,276,321,315,303,155,495,440,420,443,466,10,61,42,49,66,68,118,108,208,227,212,-32,128,169,250,276,278,36,5,-24,-2,24,-18,-18,289,322,415,410,403,396,400,13.654992215,12.663377018,12.944361953,13.078774598,13.134073442,4.7962489038,4.8814134876,5.6074766355,5.4351108159,5.1750640478,8.8587433112,7.7819635309,7.3368853175,7.6436637823,7.9590093937,1.0916835192,0.7428237916,0.8559699537,1.1387851233,1.1614005124,1.9328167224,3.6787463964,3.9654118264,3.6579158507,-0.546541418,3.0245002416,4.421570188,4.8213817801,4.796700974,0.6148590948
050,4,9,06,071,California,San Bernardino County,2035210,2035212,2041642,2064200,2079526,2091599,2110386,2128133,6430,22558,15326,12073,18787,17747,7465,31432,30164,30580,30489,30817,3062,12206,12111,12710,13736,13769,4403,19226,18053,17870,16753,17048,698,3372,3815,3705,4189,4424,1336,262,-6567,-10191,-1801,-4798,2034,3634,-2752,-6486,2388,-374,-7,-302,25,689,-354,1073,40059,40118,40210,40203,39314,40548,39184,15.310866809,14.558877686,14.662710899,14.511712917,14.541399956,5.9456744804,5.8454637203,6.0942791213,6.5378624626,6.497080702,9.3651923284,8.7134139661,8.568431778,7.973850454,8.044319254,1.642537633,1.8413379649,1.7764991459,1.9938195876,2.0875216084,0.1276230308,-3.169611118,-4.886451497,-0.857213912,-2.263998345,1.7701606638,-1.328273153,-3.109952351,1.1366056757,-0.176476736
050,4,9,06,073,California,San Diego County,3095313,3095308,3104386,3142256,3184358,3223645,3265700,3299521,9078,37870,42102,39287,42055,33821,10719,44694,43841,43749,44184,44561,4677,19686,19881,20712,21141,21580,6042,25008,23960,23037,23043,22981,3126,12580,17517,15996,17080,18468,-67,1108,745,-790,2132,-9372,3059,13688,18262,15206,19212,9096,-23,-826,-120,1044,-200,1744,101966,101176,100223,102623,101258,104560,106429,14.309768352,13.85923023,13.654487989,13.617398982,13.574866711,6.3029064256,6.2848784516,6.4644164492,6.5156036549,6.5740361216,8.0068619268,7.5743517781,7.1900715402,7.1017953276,7.0008305889,4.0277640371,5.5375592695,4.992507026,5.2640135484,5.6260101526,0.3547506004,0.2355130248,-0.246566676,0.657077101,-2.855044788,4.3825146375,5.7730722943,4.7459403499,5.9210906494,2.7709653643
050,4,9,06,075,California,San Francisco County,805235,805195,805813,816231,829517,840715,852537,864816,618,10418,13286,11198,11822,12279,2121,8899,8782,9100,8844,9059,1267,5758,5558,5774,5941,6079,854,3141,3224,3326,2903,2980,1471,6946,6777,7444,8483,8476,-1663,250,3198,952,291,1720,-192,7196,9975,8396,8774,10196,-44,81,87,-524,145,-897,24270,24195,24097,23968,23971,24010,23578,10.972575343,10.672350809,10.896689801,10.446171037,10.549956823,7.0996841023,6.754375518,6.9140095508,7.0172661837,7.0794996719,3.8728912409,3.9179752915,3.9826802504,3.4289048529,3.4704571512,8.5645025659,8.2357687811,8.9137317451,10.019772603,9.871004971,0.3082530437,3.8863787165,1.1399613946,0.3437172967,2.003082651,8.8727556096,12.122147498,10.05369314,10.3634899,11.874087622
050,4,9,06,077,California,San Joaquin County,685306,685308,687442,695432,701464,704654,715114,726106,2134,7990,6032,3190,10460,10992,2548,10550,10085,10047,9861,10044,1092,4756,4969,4958,5130,5171,1456,5794,5116,5089,4731,4873,309,1679,1427,1622,1931,1974,392,550,-482,-3914,3796,3745,701,2229,945,-2292,5727,5719,-23,-33,-29,393,2,400,14354,14263,14159,13648,12707,14178,14857,15.258078466,14.43915653,14.29040806,13.89100191,13.938191255,6.8784285481,7.1143449477,7.0520397292,7.2265327856,7.1758648922,8.3796499175,7.3248115823,7.2383683304,6.6644691245,6.7623263624,2.4282761842,2.043101276,2.3070610006,2.7201627308,2.739345832,0.7954448489,-0.690101482,-5.567100343,5.3473525252,5.196985887,3.2237210332,1.3529997938,-3.260039342,8.067515256,7.936331719
050,4,9,06,079,California,San Luis Obispo County,269637,269593,269905,271208,274552,276308,279116,281401,312,1303,3344,1756,2808,2285,703,2644,2626,2630,2666,2734,513,2252,2260,2271,2209,2249,190,392,366,359,457,485,35,197,197,220,266,275,104,786,2748,1072,1984,1205,139,983,2945,1292,2250,1480,-17,-72,33,105,101,320,17006,16849,16704,17332,16313,16607,15751,9.7724504863,9.6232776312,9.5487056602,9.59987325,9.7552795009,8.3235849074,8.2820287306,8.2452891842,7.9542835744,8.0247343078,1.4488655789,1.3412489006,1.3034164761,1.6455896756,1.7305451931,0.7281288751,0.7219290531,0.7987510438,0.9578268134,0.9812369652,2.9051233291,10.070360598,3.8920959954,7.1440917209,4.2996019746,3.6332522043,10.792289651,4.6908470392,8.1019185343,5.2808389398
050,4,9,06,081,California,San Mateo County,718451,718498,719973,729435,740645,750109,758333,765135,1475,9462,11210,9464,8224,6802,2285,9141,9012,9068,8897,9034,1109,4557,4666,4727,4887,4976,1176,4584,4346,4341,4010,4058,892,4296,4112,4560,5212,5215,-568,947,2766,1057,-811,-1623,324,5243,6878,5617,4401,3592,-25,-365,-14,-494,-187,-848,8853,8872,8860,8794,8851,8849,8855,12.613425619,12.260557249,12.165655769,11.796277218,11.859783074,6.2880845145,6.3479538529,6.3417572584,6.4795331872,6.5324640885,6.3253411048,5.9126033957,5.8238985104,5.3167440313,5.3273189854,5.9279374752,5.594253374,6.1177095617,6.9104413693,6.8462219095,1.3067404071,3.7630605137,1.4180743436,-1.075281648,-2.130665035,7.2346778823,9.3573138877,7.5357839053,5.8351597211,4.7155568742
050,4,9,06,083,California,Santa Barbara County,423895,423939,424379,426131,430873,436248,441228,444769,440,1752,4742,5375,4980,3541,1510,5749,5639,5701,5810,5883,763,2873,2862,2982,3009,3045,747,2876,2777,2719,2801,2838,256,1365,1293,1401,1643,1715,-593,-2307,680,1094,630,-1237,-337,-942,1973,2495,2273,478,30,-182,-8,161,-94,225,17782,17599,17402,18299,18756,19050,19094,13.518947455,13.159798554,13.149260599,13.242527431,13.279954673,6.7559464321,6.6790820113,6.8779328375,6.8583072358,6.8736124389,6.7630010229,6.4807165427,6.2713277616,6.3842201952,6.4063422337,3.2098388026,3.0174888332,3.2313829327,3.7448317675,3.8713449368,-5.424980306,1.5869237483,2.523292597,1.4359367094,-2.792334511,-2.215141503,4.6044125815,5.7546755297,5.1807684769,1.0790104255
050,4,9,06,085,California,Santa Clara County,1781642,1781672,1786844,1814205,1841318,1871140,1896040,1918044,5172,27361,27113,29822,24900,22004,5866,24021,23416,24180,23371,23625,2172,9161,9323,9455,10172,10470,3694,14860,14093,14725,13199,13155,3383,16008,15832,17446,19862,19830,-1955,-2566,-2503,-1885,-7483,-10077,1428,13442,13329,15561,12379,9753,50,-941,-309,-464,-678,-904,30350,30047,29665,30110,30474,30958,30891,13.341112548,12.811299505,13.026409996,12.407689572,12.388295591,5.0879618689,5.1007749096,5.0936603189,5.4003259733,5.4901779824,8.2531506791,7.7105245952,7.9327496769,7.0073635982,6.8981176083,8.8907426697,8.66196164,9.3986248464,10.544757617,10.398302712,-1.425140286,-1.369434688,-1.015499704,-3.97273292,-5.284099668,7.4656023842,7.2925269517,8.3831251424,6.5720246975,5.1142030432
050,4,9,06,087,California,Santa Cruz County,262382,262362,263266,264971,266597,269277,271401,274146,904,1705,1626,2680,2124,2745,811,3245,3163,2986,2870,2934,437,1707,1687,1754,1794,1836,374,1538,1476,1232,1076,1098,47,393,283,356,452,464,450,-138,-110,957,658,1015,497,255,173,1313,1110,1479,33,-88,-23,135,-62,168,10969,11583,12199,12546,12897,12896,13426,12.28615186,11.900641122,11.144410813,10.616300275,10.756176828,6.4630080816,6.3472594287,6.546314992,6.6361124366,6.7308591194,5.8231437783,5.5533816934,4.598095821,3.9801878382,4.0253177086,1.4879684687,1.0647744033,1.3286705457,1.6719748168,1.7010450062,-0.522492745,-0.413869909,3.5717351467,2.4339810386,3.7210359511,0.965475724,0.6509044939,4.9004056924,4.1059558554,5.4220809573
050,4,9,06,089,California,Shasta County,177223,177223,177317,177969,178421,179041,179747,179533,94,652,452,620,706,-214,533,2107,2058,2108,2160,2162,464,2077,2070,2143,2145,2085,69,30,-12,-35,15,77,43,183,178,199,236,237,-10,324,314,351,441,-709,33,507,492,550,677,-472,-8,115,-28,105,14,181,2654,2654,2657,2648,2654,2746,2764,11.86086702,11.549145599,11.794260649,12.040536473,12.035181474,11.691988989,11.616487556,11.990085659,11.956921636,11.606546426,0.1688780307,-0.067341957,-0.195825011,0.0836148366,0.4286350479,1.030155987,0.9989056932,1.1134050612,1.3155400961,1.3193052772,1.8238827311,1.7621145374,1.963845108,2.4582761965,-3.946782454,2.8540387181,2.7610202306,3.0772501692,3.7738162926,-2.627477177
050,4,9,06,091,California,Sierra County,3240,3240,3221,3105,3075,3035,2979,2967,-19,-116,-30,-40,-56,-12,7,17,21,19,12,10,20,35,31,38,37,39,-13,-18,-10,-19,-25,-29,0,2,1,1,1,1,-5,-108,-22,-23,-32,25,-5,-106,-21,-22,-31,26,-1,8,1,1,0,-9,33,33,33,33,33,33,33,5.374644325,6.7961165049,6.2193126023,3.9906883937,3.3636057854,11.065444199,10.03236246,12.438625205,12.304622547,13.118062563,-5.690799874,-3.236245955,-6.219312602,-8.313934154,-9.754456778,0.6323110971,0.3236245955,0.3273322422,0.3325573661,0.3363605785,-34.14479924,-7.1197411,-7.528641571,-10.64183572,8.4090144635,-33.51248814,-6.796116505,-7.201309329,-10.30927835,8.745375042
050,4,9,06,093,California,Siskiyou County,44900,44900,44940,44672,44148,43635,43465,43554,40,-268,-524,-513,-170,89,90,462,494,453,462,464,109,542,532,577,527,543,-19,-80,-38,-124,-65,-79,8,18,19,25,33,35,56,-172,-504,-401,-112,107,64,-154,-485,-376,-79,142,-5,-34,-1,-13,-26,26,474,516,591,585,582,578,563,10.311119047,11.123620806,10.320904959,10.608495982,10.664337673,12.096594206,11.979283945,13.146053336,12.101033295,12.480033096,-1.78547516,-0.855663139,-2.825148377,-1.492537313,-1.815695423,0.4017319109,0.4278315695,0.5695863664,0.757749713,0.8044220228,-3.838771593,-11.34879532,-9.136165317,-2.571756602,2.4592330411,-3.437039682,-10.92096375,-8.56657895,-1.814006889,3.2636550638
050,4,9,06,095,California,Solano County,413344,413344,414062,416754,420360,424770,430791,436092,718,2692,3606,4410,6021,5301,1192,5174,5072,5145,5346,5450,638,2876,2915,2962,3250,3270,554,2298,2157,2183,2096,2180,327,1158,1559,1383,1502,1573,-146,-703,-75,686,2299,1270,181,455,1484,2069,3801,2843,-17,-61,-35,158,124,278,12452,12405,12362,11864,11494,11256,11109,12.455224743,12.117823857,12.175641617,12.49706333,12.573784467,6.9233139468,6.9644038924,7.0095724918,7.5973542506,7.5442706801,5.5319107961,5.1534199643,5.1660691255,4.8997090798,5.0295137868,2.787620845,3.724701773,3.2728692627,3.5111464875,3.6290941223,-1.692312137,-0.179187064,1.6234188823,5.3742515145,2.9300378482,1.0953087085,3.5455147089,4.896288145,8.885398002,6.5591319705
050,4,9,06,097,California,Sonoma County,483878,483880,484791,487778,490746,495046,499674,502146,911,2987,2968,4300,4628,2472,1421,5310,5045,5067,5068,5116,949,3869,3850,3907,4209,4174,472,1441,1195,1160,859,942,103,569,477,571,690,717,347,988,1350,2383,2879,404,450,1557,1827,2954,3569,1121,-11,-11,-54,186,200,409,10043,10229,10415,10727,10720,10757,10424,10.91953373,10.311448672,10.280059079,10.189802155,10.213411591,7.9562478343,7.8689945265,7.9266214374,8.4626829661,8.3328342417,2.9632858954,2.4424541452,2.353437642,1.7271191893,1.8805773492,1.1700969289,0.9749377634,1.158459391,1.3873250764,1.4313948614,2.0317324529,2.759257821,4.8346912939,5.7885636159,0.8065321116,3.2018293818,3.7341955844,5.9931506849,7.1758886923,2.2379269729
050,4,9,06,099,California,Stanislaus County,514453,514451,515334,518282,522097,526119,531951,538388,883,2948,3815,4022,5832,6437,1923,7785,7697,7501,7659,7736,909,3671,3805,3852,3978,3826,1014,4114,3892,3649,3681,3910,218,1190,1120,1295,1510,1525,-359,-2309,-1188,-1067,697,621,-141,-1119,-68,228,2207,2146,10,-47,-9,145,-56,381,6305,6328,6348,6440,6397,6309,6477,15.063621306,14.79653088,14.311935708,14.477303014,14.455233342,7.1032182164,7.3146420679,7.3496302289,7.5193512717,7.1491368622,7.9604030897,7.4818888117,6.962305479,6.9579517423,7.3060964797,2.302595935,2.1530615285,2.4708647836,2.8542534993,2.8495644838,-4.467810096,-2.283783121,-2.035839941,1.3174931715,1.1603800291,-2.165214161,-0.130721593,0.4350248422,4.1717466708,4.0099445129
050,4,9,06,101,California,Sutter County,94737,94737,94802,94659,94479,95032,95604,96463,65,-143,-180,553,572,859,325,1335,1320,1228,1310,1302,217,732,734,738,753,744,108,603,586,490,557,558,112,381,410,440,485,491,-158,-1118,-1206,-436,-477,-275,-46,-737,-796,4,8,216,3,-9,30,59,7,85,1060,1060,1061,755,802,799,839,14.092610089,13.958062367,12.959669887,13.743469229,13.557768904,7.7271839587,7.7615286193,7.7884661049,7.8998720074,7.7472965163,6.3654261299,6.1965337478,5.1712037824,5.8435972219,5.8104723872,4.0219359129,4.3354587656,4.643529927,5.0882309742,5.1127991795,-11.80190118,-12.75259334,-4.601316019,-5.004301391,-2.863584062,-7.77996527,-8.417134579,0.0422139084,0.0839295831,2.2492151176
050,4,9,06,103,California,Tehama County,63463,63461,63593,63285,63222,62984,62961,63308,132,-308,-63,-238,-23,347,180,735,723,726,807,754,161,600,564,638,574,597,19,135,159,88,233,157,16,67,61,64,72,73,94,-527,-279,-357,-350,167,110,-460,-218,-293,-278,240,3,17,-4,-33,22,-50,842,844,849,850,851,846,844,11.585932943,11.430197538,11.504999762,12.81511771,11.94275713,9.4579044436,8.9165026441,10.110454337,9.1150899202,9.456002661,2.1280284998,2.5136948944,1.3945454257,3.7000277899,2.4867544686,1.0561326629,0.9643735129,1.0142148551,1.1433562269,1.1562616319,-8.307192736,-4.410823117,-5.657417238,-5.557981659,2.645146473,-7.251060073,-3.446449604,-4.643202383,-4.414625432,3.8014081049
050,4,9,06,105,California,Trinity County,13786,13786,13764,13723,13508,13436,13128,13069,-22,-41,-215,-72,-308,-59,33,112,114,118,100,100,54,161,146,158,161,162,-21,-49,-32,-40,-61,-62,0,2,1,1,1,1,0,16,-178,-5,-265,55,0,18,-177,-4,-264,56,-1,-10,-6,-28,17,-53,385,385,386,386,385,390,385,8.1493069451,8.3728103999,8.7589073634,7.5289865984,7.6344619613,11.714628734,10.723072968,11.728028504,12.121668423,12.367828377,-3.565321788,-2.350262568,-2.96912114,-4.592681825,-4.733366416,0.1455233383,0.0734457053,0.0742280285,0.075289866,0.0763446196,1.1641867064,-13.07333554,-0.371140143,-19.95181449,4.1989540787,1.3097100447,-12.99988983,-0.296912114,-19.87652462,4.2752986983
050,4,9,06,107,California,Tulare County,442179,442182,443081,447615,451218,454208,457260,459863,899,4534,3603,2990,3052,2603,1854,8151,8020,7767,7680,7751,638,2823,2797,2830,2927,2908,1216,5328,5223,4937,4753,4843,-19,398,249,345,482,526,-303,-1046,-1869,-2146,-1986,-2786,-322,-648,-1620,-1801,-1504,-2260,5,-146,0,-146,-197,20,4775,4774,4734,4964,4968,4942,4956,18.302540934,17.845361708,17.156564976,16.851935559,16.902858177,6.3388630913,6.2236255233,6.2512010921,6.4226061694,6.3415703237,11.963677843,11.621736185,10.905363884,10.42932939,10.561287853,0.8936831422,0.5540517538,0.7620722179,1.0576344973,1.1470653337,-2.348725042,-4.158725814,-4.740310086,-4.357805211,-6.07552095,-1.4550419,-3.604674061,-3.978237868,-3.300170714,-4.928455616
